timestamp,api_type,query_type,query_name,response_time_ms,response_size_bytes,success,error_msg
2025-11-30T20:36:16.861021,REST,paginacao,get_repos_paginated,199.27310000002763,2,True,
2025-11-30T20:36:18.301144,GraphQL,paginacao,get_repos_paginated,439.44250000004104,2907,True,
2025-11-30T20:36:19.599715,REST,paginacao,get_repos_paginated,297.4431999996341,50599,True,
2025-11-30T20:36:21.150664,GraphQL,paginacao,get_repos_paginated,550.4171999996288,2796,True,
2025-11-30T20:36:22.438277,REST,paginacao,get_repos_paginated,286.858200000097,37501,True,
2025-11-30T20:36:23.910209,GraphQL,paginacao,get_repos_paginated,471.1772000000565,2824,True,
2025-11-30T20:36:25.213818,REST,paginacao,get_repos_paginated,302.8263999999581,48977,True,
2025-11-30T20:36:26.630722,GraphQL,paginacao,get_repos_paginated,416.54049999988274,3027,True,
2025-11-30T20:36:27.889618,REST,paginacao,get_repos_paginated,258.3201000002191,40222,True,
2025-11-30T20:36:29.320233,GraphQL,paginacao,get_repos_paginated,429.7695999998723,2290,True,
2025-11-30T20:36:30.598922,REST,paginacao,get_repos_paginated,277.90360000017245,51145,True,
2025-11-30T20:36:32.035253,GraphQL,paginacao,get_repos_paginated,435.48210000017207,3027,True,
2025-11-30T20:36:33.770430,REST,filtros,search_repositories,733.9333999998416,57258,True,
2025-11-30T20:36:35.671509,GraphQL,filtros,search_repositories,900.2239999999802,4396,True,
2025-11-30T20:36:37.302001,REST,filtros,search_repositories,629.6667999999954,53843,True,
2025-11-30T20:36:39.027313,GraphQL,filtros,search_repositories,724.9062999999296,3226,True,
2025-11-30T20:36:40.668156,REST,filtros,search_repositories,640.2195000000575,51652,True,
2025-11-30T20:36:42.316174,GraphQL,filtros,search_repositories,647.4106999999094,3353,True,
2025-11-30T20:36:43.964347,REST,filtros,search_repositories,647.5780999999188,53843,True,
2025-11-30T20:36:45.676487,GraphQL,filtros,search_repositories,711.2921000002643,3226,True,
2025-11-30T20:36:47.252797,REST,filtros,search_repositories,575.16140000007,53843,True,
2025-11-30T20:36:48.906491,GraphQL,filtros,search_repositories,653.0668999998852,3226,True,
2025-11-30T20:36:50.651216,REST,filtros,search_repositories,743.5897999998815,53843,True,
2025-11-30T20:36:52.392480,GraphQL,filtros,search_repositories,740.6605000001036,3226,True,
2025-11-30T20:36:54.062056,REST,filtros,search_repositories,668.8417999998819,57258,True,
2025-11-30T20:36:55.960848,GraphQL,filtros,search_repositories,897.8523000000678,4396,True,
2025-11-30T20:36:57.781348,REST,filtros,search_repositories,819.3774000001213,55639,True,
2025-11-30T20:36:59.491466,GraphQL,filtros,search_repositories,709.768300000178,3524,True,
2025-11-30T20:37:01.141186,REST,filtros,search_repositories,648.9172999999937,55639,True,
2025-11-30T20:37:02.895154,GraphQL,filtros,search_repositories,753.6215999998603,3524,True,
2025-11-30T20:37:04.672781,REST,filtros,search_repositories,776.4580000002752,55639,True,
2025-11-30T20:37:06.460452,GraphQL,filtros,search_repositories,787.2434000000794,3524,True,
2025-11-30T20:37:09.485046,REST,filtros,search_repositories,2023.7037000001692,58013,True,
2025-11-30T20:37:11.298182,GraphQL,filtros,search_repositories,812.6063999998223,3634,True,
2025-11-30T20:37:12.957404,REST,filtros,search_repositories,658.3338999998887,53843,True,
2025-11-30T20:37:14.572201,GraphQL,filtros,search_repositories,614.4356999998308,3226,True,
2025-11-30T20:37:16.250202,REST,filtros,search_repositories,677.2986000000856,55639,True,
2025-11-30T20:37:17.984113,GraphQL,filtros,search_repositories,733.0321999997977,3524,True,
2025-11-30T20:37:19.663859,REST,filtros,search_repositories,679.0251000002172,58013,True,
2025-11-30T20:37:21.335373,GraphQL,filtros,search_repositories,671.1561000001893,3634,True,
2025-11-30T20:37:23.119810,REST,filtros,search_repositories,783.7380999999368,57258,True,
2025-11-30T20:37:24.834893,GraphQL,filtros,search_repositories,714.5067000001291,4396,True,
2025-11-30T20:37:26.605057,REST,filtros,search_repositories,769.4541000000754,58013,True,
2025-11-30T20:37:28.371656,GraphQL,filtros,search_repositories,765.8973000002334,3634,True,
2025-11-30T20:37:30.039617,REST,filtros,search_repositories,667.0528999998169,58013,True,
2025-11-30T20:37:31.687971,GraphQL,filtros,search_repositories,646.9614999996338,3634,True,
2025-11-30T20:37:33.363400,REST,filtros,search_repositories,674.3148999998994,55639,True,
2025-11-30T20:37:35.169745,GraphQL,filtros,search_repositories,805.3007999997135,3524,True,
2025-11-30T20:37:36.911636,REST,filtros,search_repositories,741.0166999998182,55639,True,
2025-11-30T20:37:38.628466,GraphQL,filtros,search_repositories,716.1977000000661,3524,True,
2025-11-30T20:37:40.232221,REST,filtros,search_repositories,602.8197999999065,57258,True,
2025-11-30T20:37:41.902670,GraphQL,filtros,search_repositories,670.0553000000582,4396,True,
2025-11-30T20:37:43.499329,REST,filtros,search_repositories,595.3631999996105,57258,True,
2025-11-30T20:37:45.310425,GraphQL,filtros,search_repositories,810.4585999999472,4396,True,
2025-11-30T20:37:47.041842,REST,filtros,search_repositories,730.7888000000275,53843,True,
2025-11-30T20:37:48.783133,GraphQL,filtros,search_repositories,740.8117999998467,3226,True,
2025-11-30T20:37:50.426826,REST,filtros,search_repositories,642.925699999978,58013,True,
2025-11-30T20:37:52.256088,GraphQL,filtros,search_repositories,828.4964000004038,3634,True,
2025-11-30T20:37:54.080734,REST,filtros,search_repositories,823.7288000000262,55639,True,
2025-11-30T20:37:55.829826,GraphQL,filtros,search_repositories,748.3409999999822,3524,True,
2025-11-30T20:37:57.474661,REST,filtros,search_repositories,643.8630000002377,58013,True,
2025-11-30T20:37:59.206007,GraphQL,filtros,search_repositories,730.9728000000177,3634,True,
2025-11-30T20:38:00.990570,REST,filtros,search_repositories,783.4514999999556,55639,True,
2025-11-30T20:38:02.857623,GraphQL,filtros,search_repositories,866.3243999999395,3524,True,
2025-11-30T20:38:04.399166,REST,filtros,search_repositories,540.9104999998817,57258,True,
2025-11-30T20:38:06.717977,GraphQL,filtros,search_repositories,1318.177900000137,4396,True,
2025-11-30T20:38:08.331587,REST,filtros,search_repositories,612.7512000002753,55639,True,
2025-11-30T20:38:10.269848,GraphQL,filtros,search_repositories,937.652000000071,3524,True,
2025-11-30T20:38:11.917497,REST,filtros,search_repositories,646.3394000002154,53843,True,
2025-11-30T20:38:13.681183,GraphQL,filtros,search_repositories,763.2792999997946,3226,True,
2025-11-30T20:38:15.302412,REST,filtros,search_repositories,620.5488000000514,53843,True,
2025-11-30T20:38:16.910069,GraphQL,filtros,search_repositories,606.6430999999284,3226,True,
2025-11-30T20:38:18.119610,REST,simples,get_user,208.64209999990635,1223,True,
2025-11-30T20:38:19.371917,GraphQL,simples,get_user,251.81019999990895,378,True,
2025-11-30T20:38:20.829722,REST,simples,get_user,457.0275999999467,1223,True,
2025-11-30T20:38:22.077954,GraphQL,simples,get_user,247.4661000001106,378,True,
2025-11-30T20:38:23.278638,REST,simples,get_user,199.68569999991814,1223,True,
2025-11-30T20:38:24.577919,GraphQL,simples,get_user,298.56370000015886,378,True,
2025-11-30T20:38:25.783979,REST,simples,get_user,205.6971999995767,1282,True,
2025-11-30T20:38:27.046458,GraphQL,simples,get_user,261.65009999976974,438,True,
2025-11-30T20:38:28.633804,REST,simples,get_user,586.6956999998365,1201,True,
2025-11-30T20:38:29.897158,GraphQL,simples,get_user,262.9348000000391,419,True,
2025-11-30T20:38:31.095241,REST,simples,get_user,197.4462999996831,1223,True,
2025-11-30T20:38:32.563174,GraphQL,simples,get_user,467.5080000001799,378,True,
2025-11-30T20:38:33.773500,REST,simples,get_user,210.01810000007026,1188,True,
2025-11-30T20:38:35.044473,GraphQL,simples,get_user,270.40219999980764,395,True,
2025-11-30T20:38:36.273612,REST,simples,get_user,228.43999999986409,1223,True,
2025-11-30T20:38:37.524957,GraphQL,simples,get_user,250.8906000002753,378,True,
2025-11-30T20:38:38.738182,REST,simples,get_user,212.65330000005633,1282,True,
2025-11-30T20:38:39.998668,GraphQL,simples,get_user,259.8951999998462,438,True,
2025-11-30T20:38:41.199246,REST,simples,get_user,199.86029999972743,1223,True,
2025-11-30T20:38:42.524948,GraphQL,simples,get_user,325.0041000001147,378,True,
2025-11-30T20:38:43.780065,REST,simples,get_user,254.43739999991521,1188,True,
2025-11-30T20:38:45.027158,GraphQL,simples,get_user,246.58679999993183,395,True,
2025-11-30T20:38:46.223758,REST,simples,get_user,195.97410000005766,1282,True,
2025-11-30T20:38:47.504471,GraphQL,simples,get_user,280.03939999962313,438,True,
2025-11-30T20:38:48.715906,REST,simples,get_user,211.03439999978946,1282,True,
2025-11-30T20:38:49.962449,GraphQL,simples,get_user,246.1276999997608,438,True,
2025-11-30T20:38:51.166290,REST,simples,get_user,203.50710000002437,1287,True,
2025-11-30T20:38:52.430142,GraphQL,simples,get_user,263.3646999997836,449,True,
2025-11-30T20:38:53.639257,REST,simples,get_user,208.7231000000429,1287,True,
2025-11-30T20:38:54.911504,GraphQL,simples,get_user,271.8746000000465,449,True,
2025-11-30T20:38:56.111209,REST,simples,get_user,199.194400000124,1282,True,
2025-11-30T20:38:57.401046,GraphQL,simples,get_user,289.01970000015353,438,True,
2025-11-30T20:38:58.605238,REST,simples,get_user,203.85159999977986,1223,True,
2025-11-30T20:38:59.903687,GraphQL,simples,get_user,297.7378000000499,378,True,
2025-11-30T20:39:01.111896,REST,simples,get_user,207.38140000003114,1282,True,
2025-11-30T20:39:02.712880,GraphQL,simples,get_user,600.3568999999516,438,True,
2025-11-30T20:39:03.909384,REST,simples,get_user,196.18529999979728,1188,True,
2025-11-30T20:39:05.204372,GraphQL,simples,get_user,294.13320000003296,395,True,
2025-11-30T20:39:06.415315,REST,simples,get_user,210.5476000001545,1282,True,
2025-11-30T20:39:07.664245,GraphQL,simples,get_user,248.22169999970356,438,True,
2025-11-30T20:39:08.877299,REST,simples,get_user,212.26260000003094,1282,True,
2025-11-30T20:39:10.201445,GraphQL,simples,get_user,323.78509999989546,438,True,
2025-11-30T20:39:11.405675,REST,simples,get_user,203.90749999978652,1223,True,
2025-11-30T20:39:12.680720,GraphQL,simples,get_user,274.60160000009637,378,True,
2025-11-30T20:39:13.907305,REST,simples,get_user,226.01839999970252,1188,True,
2025-11-30T20:39:15.158956,GraphQL,simples,get_user,251.2906000001749,395,True,
2025-11-30T20:39:16.362554,REST,simples,get_user,203.10420000032536,1223,True,
2025-11-30T20:39:17.630664,GraphQL,simples,get_user,267.66799999995783,378,True,
2025-11-30T20:39:18.841690,REST,simples,get_user,210.67989999983183,1282,True,
2025-11-30T20:39:20.125842,GraphQL,simples,get_user,283.5546000001159,438,True,
2025-11-30T20:39:21.336317,REST,simples,get_user,210.11360000011337,1201,True,
2025-11-30T20:39:22.609071,GraphQL,simples,get_user,272.26340000015625,419,True,
2025-11-30T20:39:23.818706,REST,simples,get_user,209.2702999998437,1282,True,
2025-11-30T20:39:25.095506,GraphQL,simples,get_user,276.46269999968354,438,True,
2025-11-30T20:39:26.300456,REST,simples,get_user,204.0700000002289,1287,True,
2025-11-30T20:39:27.573138,GraphQL,simples,get_user,271.91820000007283,449,True,
2025-11-30T20:39:29.119587,REST,simples,get_user,545.7157000000734,1282,True,
2025-11-30T20:39:30.450930,GraphQL,simples,get_user,330.7279999999082,438,True,
2025-11-30T20:39:31.754627,REST,simples,get_user,303.22079999996276,1282,True,
2025-11-30T20:39:33.016398,GraphQL,simples,get_user,260.96159999997326,438,True,
2025-11-30T20:39:34.558962,REST,relacionamentos,get_user_with_repos,541.8377999999393,53591,True,
2025-11-30T20:39:36.346813,GraphQL,relacionamentos,get_user_with_repos,786.9829000001118,2897,True,
2025-11-30T20:39:37.850700,REST,relacionamentos,get_user_with_repos,503.1355999999505,52776,True,
2025-11-30T20:39:39.393271,GraphQL,relacionamentos,get_user_with_repos,542.0027000000118,3135,True,
2025-11-30T20:39:40.946413,REST,relacionamentos,get_user_with_repos,552.3759000002428,52776,True,
2025-11-30T20:39:42.703777,GraphQL,relacionamentos,get_user_with_repos,756.3981000002968,3135,True,
2025-11-30T20:39:44.222678,REST,relacionamentos,get_user_with_repos,518.3005999997476,47778,True,
2025-11-30T20:39:45.691291,GraphQL,relacionamentos,get_user_with_repos,467.9886999997507,2976,True,
2025-11-30T20:39:47.348272,REST,relacionamentos,get_user_with_repos,656.649600000037,47778,True,
2025-11-30T20:39:48.799184,GraphQL,relacionamentos,get_user_with_repos,450.4322000002503,2976,True,
2025-11-30T20:39:50.338039,REST,relacionamentos,get_user_with_repos,537.992900000063,52741,True,
2025-11-30T20:39:51.845002,GraphQL,relacionamentos,get_user_with_repos,506.13350000003265,2844,True,
2025-11-30T20:39:53.557812,REST,relacionamentos,get_user_with_repos,712.4661999996533,52776,True,
2025-11-30T20:39:54.980714,GraphQL,relacionamentos,get_user_with_repos,422.20799999995506,3135,True,
2025-11-30T20:39:56.493097,REST,relacionamentos,get_user_with_repos,511.55259999995906,41410,True,
2025-11-30T20:39:57.883796,GraphQL,relacionamentos,get_user_with_repos,390.35699999976714,2324,True,
2025-11-30T20:39:59.401158,REST,relacionamentos,get_user_with_repos,516.9456000003265,53591,True,
2025-11-30T20:40:00.945653,GraphQL,relacionamentos,get_user_with_repos,543.7878000002456,2897,True,
2025-11-30T20:40:02.423227,REST,relacionamentos,get_user_with_repos,477.2026000000551,41410,True,
2025-11-30T20:40:03.825480,GraphQL,relacionamentos,get_user_with_repos,401.57719999979236,2324,True,
2025-11-30T20:40:05.354880,REST,relacionamentos,get_user_with_repos,528.954800000065,47778,True,
2025-11-30T20:40:06.805256,GraphQL,relacionamentos,get_user_with_repos,449.41960000005565,2976,True,
2025-11-30T20:40:08.296312,REST,relacionamentos,get_user_with_repos,490.74259999997594,47778,True,
2025-11-30T20:40:10.190021,GraphQL,relacionamentos,get_user_with_repos,892.9208999998082,2976,True,
2025-11-30T20:40:11.688402,REST,relacionamentos,get_user_with_repos,498.0358999996497,47778,True,
2025-11-30T20:40:13.176581,GraphQL,relacionamentos,get_user_with_repos,487.7406999999039,2976,True,
2025-11-30T20:40:14.709953,REST,relacionamentos,get_user_with_repos,532.6357999997526,41410,True,
2025-11-30T20:40:16.340808,GraphQL,relacionamentos,get_user_with_repos,630.4969000002529,2324,True,
2025-11-30T20:40:17.844696,REST,relacionamentos,get_user_with_repos,503.2916000000114,52741,True,
2025-11-30T20:40:19.279657,GraphQL,relacionamentos,get_user_with_repos,434.6155000002909,2844,True,
2025-11-30T20:40:20.837680,REST,relacionamentos,get_user_with_repos,557.3491999998623,47778,True,
2025-11-30T20:40:22.322909,GraphQL,relacionamentos,get_user_with_repos,484.41989999992074,2976,True,
2025-11-30T20:40:23.982725,REST,relacionamentos,get_user_with_repos,659.0625000003456,52776,True,
2025-11-30T20:40:25.528149,GraphQL,relacionamentos,get_user_with_repos,544.602599999962,3135,True,
2025-11-30T20:40:27.066258,REST,relacionamentos,get_user_with_repos,537.6340999996501,52776,True,
2025-11-30T20:40:28.516456,GraphQL,relacionamentos,get_user_with_repos,449.3958999996721,3135,True,
2025-11-30T20:40:30.013670,REST,relacionamentos,get_user_with_repos,496.5575000001081,52741,True,
2025-11-30T20:40:31.670042,GraphQL,relacionamentos,get_user_with_repos,655.6027999999969,2844,True,
2025-11-30T20:40:33.168248,REST,relacionamentos,get_user_with_repos,497.58580000025177,41410,True,
2025-11-30T20:40:34.548276,GraphQL,relacionamentos,get_user_with_repos,379.6039999997447,2324,True,
2025-11-30T20:40:36.035500,REST,relacionamentos,get_user_with_repos,486.8674999997893,52741,True,
2025-11-30T20:40:37.527494,GraphQL,relacionamentos,get_user_with_repos,491.1815000000388,2844,True,
2025-11-30T20:40:39.044738,REST,relacionamentos,get_user_with_repos,516.5243999999802,52741,True,
2025-11-30T20:40:40.474870,GraphQL,relacionamentos,get_user_with_repos,429.3840000000273,2844,True,
2025-11-30T20:40:42.016925,REST,relacionamentos,get_user_with_repos,541.7170999999144,53591,True,
2025-11-30T20:40:43.561513,GraphQL,relacionamentos,get_user_with_repos,543.9768000001095,2897,True,
2025-11-30T20:40:45.080074,REST,relacionamentos,get_user_with_repos,517.7745000000868,52776,True,
2025-11-30T20:40:46.581520,GraphQL,relacionamentos,get_user_with_repos,500.7064999999784,3135,True,
2025-11-30T20:40:48.107702,REST,relacionamentos,get_user_with_repos,525.1640999999836,53591,True,
2025-11-30T20:40:49.641696,GraphQL,relacionamentos,get_user_with_repos,533.1728000001021,2897,True,
2025-11-30T20:40:51.147725,REST,relacionamentos,get_user_with_repos,505.41300000031697,52776,True,
2025-11-30T20:40:52.595553,GraphQL,relacionamentos,get_user_with_repos,447.0589000002292,3135,True,
2025-11-30T20:40:54.135173,REST,relacionamentos,get_user_with_repos,538.9779000001909,52776,True,
2025-11-30T20:40:55.632459,GraphQL,relacionamentos,get_user_with_repos,496.6733999999633,3135,True,
2025-11-30T20:40:57.122865,REST,relacionamentos,get_user_with_repos,489.65899999984686,53591,True,
2025-11-30T20:40:58.679001,GraphQL,relacionamentos,get_user_with_repos,555.3123999998206,2897,True,
2025-11-30T20:41:00.199725,REST,relacionamentos,get_user_with_repos,520.0645999998414,53591,True,
2025-11-30T20:41:01.958429,GraphQL,relacionamentos,get_user_with_repos,758.0150999997386,2897,True,
2025-11-30T20:41:03.468105,REST,relacionamentos,get_user_with_repos,508.8463000001866,47778,True,
2025-11-30T20:41:04.868915,GraphQL,relacionamentos,get_user_with_repos,400.1238999999259,2976,True,
